@relation 'Costa De Oro Imports - DataSet-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R4-5-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R7'

@attribute venta_total numeric
@attribute anno numeric
@attribute mes numeric
@attribute cantidad_productos numeric
@attribute total_unidades numeric
@attribute precio_promedio numeric

@data
59976,2025,1,1,2,25200
5355,2025,1,1,1,4500
696150,2025,1,1,2,292500
126140,2025,1,1,1,106000
59976,2025,1,1,2,25200
474572,2025,1,3,5,102300
59500,2025,1,1,2,25000
270130,2025,1,2,2,113500
75446,2025,1,3,4,17800
89250,2025,1,2,4,18750
11900,2025,1,1,2,5000
78540,2025,1,1,2,33000
7735,2025,1,1,1,6500
24990,2025,1,1,1,21000
29750,2025,1,1,1,25000
49980,2025,1,1,2,21000
4165,2025,1,1,1,3500
65450,2025,1,1,2,27500
32725,2025,1,1,1,27500
53550,2025,1,1,1,45000
126140,2025,1,1,2,53000
4522,2025,1,1,1,3800
114240,2025,1,1,2,48000
27370,2025,1,1,1,23000
9520,2025,1,1,1,8000
38080,2025,1,1,1,32000
69258,2025,1,2,2,29100
29750,2025,1,1,1,25000
9044,2025,1,1,2,3800
135660,2025,1,1,2,57000
10710,2025,1,1,2,4500
440300,2025,1,1,2,185000
227290,2025,1,2,2,95500
5950,2025,1,1,1,5000
24990,2025,1,1,1,21000
83300,2025,1,1,2,35000
11900,2025,1,1,2,5000
197540,2025,1,2,4,41500
193970,2025,1,1,1,163000
303926,2025,1,3,4,49800
6545,2025,1,1,1,5500
29750,2025,1,1,1,25000
387940,2025,1,1,2,163000
406980,2025,1,2,3,89500
431970,2025,1,2,3,102000
59500,2025,1,1,2,25000
5950,2025,1,1,1,5000
189210,2025,1,1,1,159000
41650,2025,1,1,1,35000
378420,2025,2,1,2,159000
193970,2025,2,1,1,163000
78540,2025,2,1,2,33000
65450,2025,2,1,2,27500
30940,2025,2,1,2,13000
92820,2025,2,1,1,78000
266560,2025,2,1,2,112000
126140,2025,2,1,2,53000
83300,2025,2,2,2,35000
53550,2025,2,1,1,45000
126140,2025,2,1,2,53000
15470,2025,2,1,2,6500
30940,2025,2,1,2,13000
89964,2025,2,2,3,25200
23800,2025,2,1,2,10000
108290,2025,2,2,3,29000
92820,2025,2,1,1,78000
61880,2025,2,1,1,52000
700910,2025,2,3,5,117333.3333
185640,2025,2,1,2,78000
67235,2025,2,2,2,28250
29750,2025,2,1,1,25000
208250,2025,2,2,3,68000
233478,2025,2,4,5,37800
107100,2025,2,1,2,45000
41650,2025,2,1,1,35000
177310,2025,2,1,1,149000
38080,2025,2,2,3,9500
116620,2025,2,1,2,49000
49980,2025,2,1,2,21000
353430,2025,2,2,2,148500
4165,2025,2,1,1,3500
45696,2025,2,1,2,19200
9044,2025,2,1,2,3800
540260,2025,2,1,2,227000
53550,2025,2,1,1,45000
4522,2025,2,1,1,3800
433160,2025,2,1,2,182000
470050,2025,2,2,3,105000
97223,2025,2,3,3,27233.3333
116620,2025,2,1,2,49000
19635,2025,2,2,2,8250
65450,2025,2,2,4,13750
161840,2025,2,2,4,34000
64260,2025,2,1,2,27000
78540,2025,2,1,2,33000
171360,2025,2,1,2,72000
133280,2025,2,2,3,42250
83300,2025,2,1,2,35000
220150,2025,2,1,1,185000
133280,2025,2,2,3,29500
417690,2025,2,2,2,175500
73780,2025,2,2,4,15500
61285,2025,2,2,2,25750
59976,2025,2,1,2,25200
27370,2025,2,1,1,23000
54740,2025,2,1,2,23000
45458,2025,2,2,2,19100
354620,2025,2,1,2,149000
185640,2025,2,1,2,78000
378420,2025,2,1,2,159000
53550,2025,2,1,1,45000
193970,2025,2,1,1,163000
266560,2025,2,1,2,112000
24990,2025,2,1,1,21000
107100,2025,2,1,2,45000
92820,2025,2,1,1,78000
85680,2025,2,1,1,72000
174930,2025,2,2,3,45000
65450,2025,2,1,2,27500
10710,2025,2,1,2,4500
38080,2025,2,1,1,32000
15470,2025,2,1,2,6500
405195,2025,2,2,2,170250
273700,2025,2,1,2,115000
62356,2025,2,2,4,13100
53550,2025,2,1,1,45000
275604,2025,2,2,4,57900
5950,2025,2,1,1,5000
15470,2025,2,1,2,6500
107100,2025,2,1,2,45000
61166,2025,2,2,3,16100
226695,2025,2,2,3,49000
29750,2025,2,1,1,25000
198730,2025,2,2,2,83500
39270,2025,2,1,1,33000
266560,2025,2,1,2,112000
322490,2025,2,2,2,135500
5355,2025,2,1,1,4500
19040,2025,2,1,2,8000
63070,2025,2,1,1,53000
33320,2025,2,1,1,28000
171360,2025,2,1,2,72000
29750,2025,2,1,1,25000
126140,2025,2,1,1,106000
76160,2025,2,1,2,32000
220150,2025,2,1,2,92500
97104,2025,2,1,2,40800
59500,2025,2,1,2,25000
15470,2025,2,1,2,6500
266560,2025,2,1,2,112000
696150,2025,2,1,2,292500
135660,2025,2,1,2,57000
4522,2025,2,1,1,3800
189210,2025,2,1,1,159000
19040,2025,3,1,1,16000
171360,2025,3,1,2,72000
11900,2025,3,1,2,5000
126140,2025,3,1,1,106000
387940,2025,3,1,2,163000
53550,2025,3,1,1,45000
11900,2025,3,1,2,5000
28560,2025,3,1,1,24000
218960,2025,3,3,4,44000
19040,2025,3,1,2,8000
9520,2025,3,1,2,4000
195160,2025,3,2,4,41000
220150,2025,3,1,1,185000
41650,2025,3,1,1,35000
416500,2025,3,1,2,175000
30940,2025,3,1,2,13000
61880,2025,3,1,1,52000
115430,2025,3,1,1,97000
16660,2025,3,1,2,7000
266560,2025,3,1,2,112000
32130,2025,3,1,1,27000
126140,2025,3,1,2,53000
523600,2025,3,2,4,110000
129115,2025,3,2,3,50250
270130,2025,3,1,1,227000
107100,2025,3,1,2,45000
59976,2025,3,1,2,25200
114240,2025,3,1,2,48000
123760,2025,3,1,2,52000
107100,2025,3,1,2,45000
185640,2025,3,1,2,78000
5355,2025,3,1,1,4500
183260,2025,3,2,3,50500
39270,2025,3,1,1,33000
220150,2025,3,1,2,92500
15470,2025,3,1,1,13000
29750,2025,3,1,1,25000
27370,2025,3,1,1,23000
38080,2025,3,1,2,16000
256326,2025,3,3,5,41400
59500,2025,3,1,2,25000
107100,2025,3,1,2,45000
94962,2025,3,1,2,39900
29988,2025,3,1,1,25200
65450,2025,3,1,2,27500
19040,2025,3,1,1,16000
252280,2025,3,1,2,106000
59500,2025,3,1,2,25000
45696,2025,3,1,2,19200
11900,2025,3,1,1,10000
270130,2025,3,2,3,65000
9520,2025,3,1,1,8000
6545,2025,3,1,1,5500
378420,2025,3,1,2,159000
59500,2025,3,1,2,25000
378420,2025,3,1,2,159000
92820,2025,3,1,1,78000
8330,2025,3,1,2,3500
28560,2025,3,1,1,24000
185640,2025,3,1,2,78000
92820,2025,3,1,1,78000
15470,2025,3,1,1,13000
92820,2025,3,1,1,78000
19040,2025,3,1,2,8000
270130,2025,3,1,1,227000
135660,2025,3,1,2,57000
185640,2025,3,2,4,39000
230860,2025,3,1,2,97000
49980,2025,3,1,2,21000
107100,2025,3,1,2,45000
29988,2025,3,1,1,25200
371280,2025,3,1,1,312000
273700,2025,3,1,2,115000
126140,2025,3,1,2,53000
528360,2025,3,2,4,111000
30940,2025,3,1,2,13000
220150,2025,3,1,2,92500
59500,2025,3,1,2,25000
24990,2025,3,1,1,21000
126140,2025,3,1,2,53000
119000,2025,3,2,3,36250
142800,2025,3,2,3,31500
32725,2025,3,1,1,27500
71400,2025,3,2,2,30000
65450,2025,3,1,2,27500
57120,2025,3,1,1,48000
556325,2025,3,2,2,233750
39270,2025,3,1,1,33000
277865,2025,3,2,3,59250
9044,2025,3,1,2,3800
32725,2025,3,1,1,27500
10710,2025,3,1,2,4500
110075,2025,3,1,1,92500
9520,2025,3,1,1,8000
53550,2025,3,1,1,45000
32725,2025,3,1,1,27500
59500,2025,3,1,2,25000
47481,2025,3,1,1,39900
15470,2025,3,1,2,6500
433160,2025,3,1,2,182000
141610,2025,3,2,3,43000
92820,2025,3,1,1,78000
49980,2025,3,1,2,21000
139230,2025,4,3,3,39000
22848,2025,4,1,1,19200
78540,2025,4,1,2,33000
97580,2025,4,2,3,27250
45220,2025,4,2,2,19000
8330,2025,4,1,2,3500
185640,2025,4,1,2,78000
4165,2025,4,1,1,3500
132090,2025,4,2,3,39000
410550,2025,4,2,2,172500
83300,2025,4,1,2,35000
33320,2025,4,1,1,28000
177310,2025,4,1,1,149000
177310,2025,4,1,1,149000
126140,2025,4,1,2,53000
204680,2025,4,2,4,43000
185640,2025,4,1,2,78000
5355,2025,4,1,1,4500
65450,2025,4,1,2,27500
339150,2025,4,3,5,55000
24990,2025,4,1,1,21000
230860,2025,4,1,2,97000
115430,2025,4,1,1,97000
83300,2025,4,1,2,35000
208250,2025,4,1,1,175000
161840,2025,4,2,2,68000
136850,2025,4,2,3,40000
91630,2025,4,2,3,22500
126140,2025,4,1,2,53000
39270,2025,4,1,1,33000
4165,2025,4,1,1,3500
13090,2025,4,1,2,5500
57120,2025,4,1,1,48000
312970,2025,4,3,5,48000
198254,2025,4,3,5,39766.6667
29750,2025,4,1,1,25000
49980,2025,4,1,2,21000
230860,2025,4,1,2,97000
230860,2025,4,1,2,97000
115430,2025,4,1,1,97000
67830,2025,4,1,1,57000
39270,2025,4,2,2,16500
59500,2025,4,1,2,25000
47481,2025,4,1,1,39900
53550,2025,4,1,1,45000
19040,2025,4,1,1,16000
65450,2025,4,1,2,27500
107100,2025,4,1,2,45000
208250,2025,4,1,1,175000
8330,2025,4,1,2,3500
179690,2025,4,3,5,30666.6667
19040,2025,4,1,2,8000
59500,2025,4,1,2,25000
24990,2025,4,1,1,21000
5355,2025,4,1,1,4500
41650,2025,4,1,1,35000
83300,2025,4,1,2,35000
33320,2025,4,1,1,28000
27370,2025,4,1,1,23000
59500,2025,4,1,2,25000
210630,2025,4,2,3,49500
45696,2025,4,1,2,19200
273700,2025,4,1,2,115000
12495,2025,4,2,3,3500
53550,2025,4,1,1,45000
64260,2025,4,1,2,27000
208964,2025,4,3,5,42266.6667
4522,2025,4,1,1,3800
107100,2025,4,1,2,45000
29750,2025,4,1,1,25000
29750,2025,4,1,1,25000
53550,2025,4,1,1,45000
59500,2025,4,1,2,25000
87465,2025,4,2,3,19250
79730,2025,4,2,3,20000
9520,2025,4,1,1,8000
64260,2025,4,1,2,27000
59500,2025,4,1,2,25000
107100,2025,4,1,2,45000
29750,2025,4,1,1,25000
10710,2025,4,1,2,4500
220150,2025,4,1,1,185000
92820,2025,4,1,1,78000
255850,2025,4,2,2,107500
266560,2025,4,1,2,112000
400316,2025,4,2,4,84100
4165,2025,4,1,1,3500
111265,2025,4,2,3,30250
5355,2025,4,1,1,4500
58310,2025,4,1,1,49000
107100,2025,4,1,2,45000
54740,2025,4,1,2,23000
20230,2025,4,2,3,6250
189210,2025,4,1,1,159000
282030,2025,4,2,2,118500
13090,2025,4,1,2,5500
59500,2025,4,1,2,25000
4165,2025,4,1,1,3500
57120,2025,4,2,2,24000
7140,2025,4,1,1,6000
115430,2025,4,1,1,97000
72590,2025,4,2,3,26500
41650,2025,4,1,1,35000
78540,2025,4,1,2,33000
242760,2025,4,2,4,51000
115430,2025,4,2,3,31000
381990,2025,4,4,7,45750
209440,2025,4,2,4,44000
61880,2025,4,1,1,52000
107100,2025,4,1,2,45000
80920,2025,4,2,2,34000
15470,2025,4,1,1,13000
82705,2025,4,2,3,18250
177310,2025,4,1,1,149000
78540,2025,4,1,2,33000
57120,2025,4,1,2,24000
19040,2025,4,1,1,16000
53550,2025,4,1,1,45000
38080,2025,5,1,1,32000
54740,2025,5,1,2,23000
85680,2025,5,1,1,72000
49980,2025,5,2,3,19250
5355,2025,5,1,1,4500
32130,2025,5,1,1,27000
266560,2025,5,1,2,112000
107100,2025,5,1,2,45000
41650,2025,5,1,1,35000
34510,2025,5,2,2,14500
35938,2025,5,2,3,12350
27370,2025,5,1,1,23000
78540,2025,5,1,2,33000
39270,2025,5,1,1,33000
9044,2025,5,1,2,3800
78540,2025,5,1,2,33000
64260,2025,5,1,2,27000
433160,2025,5,1,2,182000
39270,2025,5,1,1,33000
54740,2025,5,1,2,23000
136850,2025,5,1,1,115000
5355,2025,5,1,1,4500
53788,2025,5,2,3,17600
229670,2025,5,3,5,44166.6667
126140,2025,5,1,2,53000
123760,2025,5,1,2,52000
39270,2025,5,1,1,33000
107100,2025,5,1,2,45000
63070,2025,5,1,1,53000
7140,2025,5,1,1,6000
23800,2025,5,1,2,10000
29750,2025,5,1,1,25000
185640,2025,5,1,2,78000
62475,2025,5,2,2,26250
116620,2025,5,1,2,49000
107100,2025,5,1,2,45000
8330,2025,5,1,2,3500
109956,2025,5,2,4,23100
133280,2025,5,1,1,112000
46410,2025,5,1,1,39000
53550,2025,5,1,1,45000
85680,2025,5,1,1,72000
48552,2025,5,1,1,40800
47481,2025,5,1,1,39900
189210,2025,5,1,1,159000
32725,2025,5,1,1,27500
4165,2025,5,1,1,3500
95200,2025,5,2,3,32000
110075,2025,5,1,1,92500
29988,2025,5,1,1,25200
83300,2025,5,1,2,35000
65450,2025,5,1,2,27500
29988,2025,5,1,1,25200
115430,2025,5,1,1,97000
63070,2025,5,1,1,53000
239190,2025,5,2,3,61500
136850,2025,5,1,1,115000
41650,2025,5,1,1,35000
30940,2025,5,1,2,13000
92820,2025,5,1,1,78000
371280,2025,5,1,1,312000
108290,2025,5,3,5,19333.3333
115430,2025,5,1,1,97000
64260,2025,5,1,2,27000
64260,2025,5,1,2,27000
67830,2025,5,1,1,57000
63070,2025,5,1,1,53000
511700,2025,5,1,2,215000
39270,2025,5,1,1,33000
65450,2025,5,1,2,27500
48552,2025,5,1,1,40800
33320,2025,5,1,1,28000
39270,2025,5,1,1,33000
666400,2025,5,3,6,93333.3333
10710,2025,5,1,2,4500
92820,2025,5,1,2,39000
45220,2025,5,2,3,15750
6545,2025,5,1,1,5500
135660,2025,5,1,2,57000
59500,2025,5,1,2,25000
9520,2025,5,1,1,8000
4165,2025,5,1,1,3500
102340,2025,5,2,3,39500
166600,2025,5,2,4,35000
61880,2025,5,1,1,52000
266560,2025,5,1,2,112000
5950,2025,5,1,1,5000
119952,2025,5,2,4,25200
9520,2025,5,1,2,4000
97104,2025,5,1,2,40800
177310,2025,5,1,1,149000
189210,2025,5,2,4,39750
48552,2025,5,1,1,40800
59500,2025,5,1,2,25000
559181,2025,5,2,3,127450
273700,2025,5,1,2,115000
284410,2025,5,2,3,97000
51765,2025,5,2,2,21750
266560,2025,5,1,2,112000
61880,2025,5,1,1,52000
171955,2025,5,2,2,72250
4522,2025,5,1,1,3800
216818,2025,5,2,2,91100
22848,2025,5,1,1,19200
24990,2025,5,1,1,21000
27370,2025,5,1,1,23000
10710,2025,5,1,2,4500
58310,2025,5,2,3,18000
126140,2025,5,1,2,53000
63070,2025,5,2,4,13250
55930,2025,5,2,2,23500
4165,2025,5,1,1,3500
381990,2025,5,2,3,86000
114240,2025,5,1,2,48000
133280,2025,5,1,1,112000
53550,2025,6,1,1,45000
69020,2025,6,2,3,26750
39270,2025,6,1,1,33000
133280,2025,6,1,1,112000
92820,2025,6,1,1,78000
155890,2025,6,2,2,65500
59500,2025,6,1,2,25000
15470,2025,6,1,2,6500
270130,2025,6,1,1,227000
92820,2025,6,1,2,39000
136850,2025,6,2,3,40000
66640,2025,6,1,2,28000
53550,2025,6,1,1,45000
85680,2025,6,1,1,72000
29750,2025,6,1,1,25000
230860,2025,6,1,2,97000
19040,2025,6,1,1,16000
115430,2025,6,1,1,97000
114240,2025,6,1,2,48000
696150,2025,6,1,2,292500
8330,2025,6,1,1,7000
126140,2025,6,1,1,106000
29988,2025,6,1,1,25200
64260,2025,6,1,2,27000
171360,2025,6,1,2,72000
486710,2025,6,2,4,102250
114240,2025,6,2,4,24000
78540,2025,6,1,2,33000
246330,2025,6,2,3,55000
123760,2025,6,1,2,52000
27370,2025,6,1,1,23000
61880,2025,6,1,1,52000
102340,2025,6,2,4,21500
354620,2025,6,1,2,149000
540260,2025,6,1,2,227000
11900,2025,6,1,2,5000
29750,2025,6,1,1,25000
54740,2025,6,1,2,23000
107100,2025,6,1,2,45000
14280,2025,6,1,2,6000
64260,2025,6,1,2,27000
4165,2025,6,1,1,3500
126140,2025,6,1,2,53000
61880,2025,6,1,1,52000
354620,2025,6,1,2,149000
54740,2025,6,1,2,23000
133280,2025,6,1,1,112000
24990,2025,6,1,1,21000
59500,2025,6,1,2,25000
126140,2025,6,1,1,106000
4760,2025,6,1,1,4000
208250,2025,6,1,1,175000
78540,2025,6,1,2,33000
185640,2025,6,1,2,78000
32130,2025,6,2,2,13500
78540,2025,6,2,4,16500
38080,2025,6,1,2,16000
115430,2025,6,1,1,97000
38080,2025,6,1,2,16000
94962,2025,6,1,2,39900
107100,2025,6,2,3,42000
41650,2025,6,1,1,35000
53550,2025,6,1,1,45000
45696,2025,6,1,2,19200
185640,2025,6,1,2,78000
224315,2025,6,2,2,94250
8330,2025,6,1,2,3500
15470,2025,6,1,2,6500
177310,2025,6,1,1,149000
9044,2025,6,1,2,3800
38080,2025,6,1,2,16000
15470,2025,6,1,1,13000
221340,2025,6,2,3,64500
116620,2025,6,1,2,49000
177310,2025,6,3,5,30333.3333
83300,2025,6,1,2,35000
49980,2025,6,1,2,21000
59500,2025,6,1,2,25000
64260,2025,6,1,2,27000
116620,2025,6,2,4,24500
403410,2025,6,2,3,90000
433160,2025,6,1,2,182000
254660,2025,6,3,4,69666.6667
115430,2025,6,1,1,97000
540260,2025,6,1,2,227000
165410,2025,6,2,3,47000
114240,2025,6,1,2,48000
332010,2025,6,4,6,49750
115430,2025,6,1,1,97000
173621,2025,6,2,2,72950
124950,2025,6,2,3,50500
252280,2025,6,1,2,106000
183260,2025,6,2,4,38500
270130,2025,6,3,3,75666.6667
8330,2025,6,1,1,7000
30940,2025,6,1,2,13000
78540,2025,6,1,2,33000
65450,2025,6,1,2,27500
116620,2025,6,1,2,49000
107100,2025,6,1,2,45000
742560,2025,6,1,2,312000
135660,2025,6,1,2,57000
272510,2025,6,2,3,58500
85918,2025,6,3,4,22733.3333
11900,2025,6,1,1,10000
416500,2025,6,1,2,175000
27370,2025,6,1,1,23000
72471,2025,6,2,2,30450
16660,2025,6,1,2,7000
11900,2025,6,1,1,10000
54740,2025,6,1,2,23000
29988,2025,6,1,1,25200
696150,2025,6,1,2,292500
4760,2025,6,1,1,4000
10710,2025,6,1,2,4500
8330,2025,6,1,1,7000
78540,2025,6,1,2,33000
348075,2025,6,1,1,292500
84490,2025,6,2,3,23500
102697,2025,6,2,3,23200
122570,2025,6,2,3,32000
27370,2025,6,1,1,23000
255850,2025,6,1,1,215000
5950,2025,6,1,1,5000
416500,2025,6,1,2,175000
76160,2025,6,1,2,32000
266560,2025,6,1,2,112000
27370,2025,6,1,1,23000
32725,2025,6,1,1,27500
135660,2025,7,1,2,57000
177310,2025,7,1,1,149000
11900,2025,7,1,1,10000
230860,2025,7,1,2,97000
29750,2025,7,1,1,25000
29750,2025,7,1,1,25000
89488,2025,7,2,3,25100
63070,2025,7,1,1,53000
29988,2025,7,1,1,25200
115430,2025,7,1,1,97000
29750,2025,7,1,1,25000
39270,2025,7,1,1,33000
11900,2025,7,1,2,5000
230860,2025,7,1,2,97000
165410,2025,7,2,2,69500
130305,2025,7,3,5,18833.3333
27370,2025,7,1,1,23000
4165,2025,7,1,1,3500
153510,2025,7,2,3,38000
57715,2025,7,2,2,24250
114240,2025,7,1,2,48000
135660,2025,7,2,4,28500
59500,2025,7,1,2,25000
10710,2025,7,1,2,4500
107100,2025,7,1,2,45000
5355,2025,7,1,1,4500
114240,2025,7,1,2,48000
273700,2025,7,1,2,115000
387940,2025,7,1,2,163000
83300,2025,7,1,2,35000
10710,2025,7,1,2,4500
273700,2025,7,1,2,115000
216580,2025,7,2,4,45500
185640,2025,7,1,2,78000
126140,2025,7,1,1,106000
30940,2025,7,1,2,13000
115430,2025,7,1,1,97000
22848,2025,7,1,1,19200
30940,2025,7,1,2,13000
84490,2025,7,2,4,17750
96985,2025,7,2,3,27250
261800,2025,7,4,6,33500
139230,2025,7,2,3,42500
101150,2025,7,2,4,21250
48552,2025,7,1,1,40800
433160,2025,7,1,2,182000
273700,2025,7,1,2,115000
54740,2025,7,1,2,23000
185640,2025,7,1,2,78000
9282,2025,7,2,2,3900
273700,2025,7,1,2,115000
273700,2025,7,1,2,115000
127330,2025,7,3,4,31333.3333
371280,2025,7,2,2,156000
266560,2025,7,1,2,112000
114240,2025,7,1,2,48000
290360,2025,7,2,4,61000
226100,2025,7,2,2,95000
105196,2025,7,2,4,22100
273700,2025,7,1,2,115000
14280,2025,7,1,2,6000
49980,2025,7,1,2,21000
65450,2025,7,1,2,27500
387940,2025,7,1,2,163000
24990,2025,7,1,1,21000
185640,2025,7,1,2,78000
63070,2025,7,1,1,53000
22848,2025,7,1,1,19200
201110,2025,7,2,3,45500
354620,2025,7,1,2,149000
115430,2025,7,1,1,97000
19040,2025,7,1,1,16000
348075,2025,7,1,1,292500
117096,2025,7,2,4,24600
224910,2025,7,2,3,55500
7735,2025,7,1,1,6500
63070,2025,7,1,1,53000
41650,2025,7,1,1,35000
32130,2025,7,1,1,27000
124712,2025,7,2,3,32450
107100,2025,7,1,2,45000
220150,2025,7,1,1,185000
4165,2025,7,1,1,3500
107100,2025,7,1,2,45000
216580,2025,7,1,1,182000
133280,2025,7,1,1,112000
148750,2025,7,2,3,40000
114240,2025,7,1,2,48000
92820,2025,7,1,1,78000
135660,2025,7,1,2,57000
116620,2025,7,1,2,49000
208250,2025,7,2,2,87500
193970,2025,7,1,1,163000
92820,2025,7,1,2,39000
116620,2025,7,1,2,49000
523600,2025,7,2,4,110000
24990,2025,7,1,1,21000
122570,2025,7,2,3,29000
53550,2025,7,1,1,45000
171360,2025,7,1,2,72000
5355,2025,7,1,1,4500
252875,2025,7,2,3,60000
273700,2025,7,1,2,115000
521220,2025,7,2,3,111500
185640,2025,7,1,2,78000
66640,2025,7,2,3,25250
8330,2025,7,1,1,7000
273700,2025,7,1,2,115000
266560,2025,7,1,2,112000
78540,2025,7,1,2,33000
64260,2025,8,1,2,27000
79135,2025,8,4,6,14375
63070,2025,8,1,1,53000
110075,2025,8,1,1,92500
46410,2025,8,1,1,39000
171360,2025,8,1,2,72000
7735,2025,8,1,1,6500
85680,2025,8,1,1,72000
15470,2025,8,1,1,13000
121380,2025,8,2,3,37500
307020,2025,8,3,6,43000
65450,2025,8,1,2,27500
481950,2025,8,2,3,110000
230860,2025,8,1,2,97000
12852,2025,8,2,2,5400
73066,2025,8,2,3,21100
53550,2025,8,1,1,45000
78540,2025,8,1,2,33000
53550,2025,8,1,1,45000
53550,2025,8,1,1,45000
85680,2025,8,1,1,72000
5355,2025,8,1,1,4500
48552,2025,8,1,1,40800
78540,2025,8,1,2,33000
216580,2025,8,1,1,182000
104482,2025,8,2,4,21950
511700,2025,8,2,2,215000
6545,2025,8,1,1,5500
29988,2025,8,1,1,25200
315826,2025,8,2,3,120100
147560,2025,8,2,4,31000
440300,2025,8,1,2,185000
16660,2025,8,1,2,7000
65450,2025,8,1,2,27500
97104,2025,8,1,2,40800
24990,2025,8,1,1,21000
49980,2025,8,1,2,21000
63070,2025,8,1,1,53000
107100,2025,8,1,2,45000
540260,2025,8,1,2,227000
218960,2025,8,2,2,92000
136850,2025,8,1,1,115000
107100,2025,8,1,2,45000
55930,2025,8,2,3,17000
8330,2025,8,1,2,3500
114240,2025,8,1,2,48000
185640,2025,8,1,2,78000
97104,2025,8,1,2,40800
77350,2025,8,3,4,13333.3333
355810,2025,8,2,3,121000
393890,2025,8,2,3,91000
15470,2025,8,1,1,13000
448630,2025,8,2,4,94250
7735,2025,8,1,1,6500
4165,2025,8,1,1,3500
59500,2025,8,1,2,25000
65450,2025,8,1,2,27500
56882,2025,8,2,3,22150
134470,2025,8,2,4,28250
41650,2025,8,1,1,35000
8330,2025,8,1,1,7000
70210,2025,8,2,4,14750
67830,2025,8,1,1,57000
252280,2025,8,1,2,106000
30940,2025,8,1,2,13000
107100,2025,8,1,2,45000
171360,2025,8,1,2,72000
58905,2025,8,2,2,24750
145180,2025,8,2,3,48500
34510,2025,8,2,2,14500
95200,2025,8,2,2,40000
49980,2025,8,1,2,21000
83300,2025,8,1,2,35000
354620,2025,8,1,2,149000
59976,2025,8,1,2,25200
264180,2025,8,2,4,55500
15470,2025,8,1,1,13000
29750,2025,8,1,1,25000
61880,2025,8,1,1,52000
11900,2025,8,1,2,5000
135660,2025,8,1,2,57000
284410,2025,8,2,4,59750
49980,2025,8,1,2,21000
289170,2025,8,2,3,73000
53550,2025,8,1,1,45000
114240,2025,8,1,2,48000
22848,2025,8,1,1,19200
7140,2025,8,1,1,6000
107100,2025,8,1,2,45000
143990,2025,8,3,6,20166.6667
107100,2025,8,1,2,45000
63070,2025,8,1,1,53000
116620,2025,8,1,2,49000
107100,2025,8,1,2,45000
424830,2025,8,2,4,89250
45696,2025,8,1,2,19200
41650,2025,8,1,1,35000
9520,2025,8,1,1,8000
8330,2025,8,1,2,3500
252875,2025,8,2,2,106250
59500,2025,8,1,2,25000
53550,2025,8,1,1,45000
175406,2025,8,2,3,61100
107100,2025,8,1,2,45000
53550,2025,8,1,1,45000
41650,2025,8,1,1,35000
275485,2025,8,2,2,115750
440300,2025,8,1,2,185000
189210,2025,8,1,1,159000
216580,2025,8,1,1,182000
30940,2025,8,1,2,13000
177310,2025,8,1,1,149000
59500,2025,8,1,2,25000
540260,2025,9,1,2,227000
61880,2025,9,2,3,24250
53550,2025,9,1,1,45000
47481,2025,9,1,1,39900
59976,2025,9,1,2,25200
58310,2025,9,1,1,49000
54740,2025,9,1,2,23000
109480,2025,9,2,4,23000
6545,2025,9,1,1,5500
185640,2025,9,1,2,78000
387940,2025,9,1,2,163000
59500,2025,9,1,2,25000
5355,2025,9,1,1,4500
92820,2025,9,1,1,78000
171360,2025,9,1,2,72000
10115,2025,9,2,2,4250
478380,2025,9,3,6,67000
84490,2025,9,2,2,35500
32725,2025,9,1,1,27500
49980,2025,9,2,4,10500
116620,2025,9,1,2,49000
255850,2025,9,1,1,215000
32725,2025,9,1,1,27500
54740,2025,9,1,2,23000
135660,2025,9,2,3,34500
65450,2025,9,1,2,27500
7735,2025,9,1,1,6500
628320,2025,9,2,4,132000
7735,2025,9,1,1,6500
64260,2025,9,1,2,27000
16660,2025,9,1,2,7000
39270,2025,9,1,1,33000
21182,2025,9,2,3,5400
49980,2025,9,1,2,21000
122332,2025,9,3,4,23266.6667
8330,2025,9,1,1,7000
107100,2025,9,1,2,45000
270130,2025,9,1,1,227000
23800,2025,9,1,2,10000
51051,2025,9,2,3,11850
177310,2025,9,1,1,149000
122570,2025,9,3,4,26333.3333
116620,2025,9,1,2,49000
540260,2025,9,1,2,227000
440300,2025,9,1,2,185000
76160,2025,9,1,2,32000
103530,2025,9,2,3,27000
53550,2025,9,1,1,45000
78540,2025,9,1,2,33000
53550,2025,9,1,1,45000
78540,2025,9,1,2,33000
196350,2025,9,2,3,70000
29750,2025,9,1,1,25000
66640,2025,9,1,2,28000
230860,2025,9,1,2,97000
486710,2025,9,2,3,113500
189210,2025,9,1,1,159000
27370,2025,9,1,1,23000
54740,2025,9,1,2,23000
29750,2025,9,1,1,25000
82110,2025,9,2,3,31500
78540,2025,9,1,2,33000
459340,2025,9,4,8,48250
23800,2025,9,1,2,10000
168980,2025,9,2,2,71000
387940,2025,9,1,2,163000
57120,2025,9,1,2,24000
41650,2025,9,1,1,35000
24990,2025,9,1,1,21000
49980,2025,9,1,2,21000
38080,2025,9,1,1,32000
5950,2025,9,1,1,5000
108528,2025,9,2,3,33000
83300,2025,9,1,2,35000
